Rank,Release Group,Worldwide,Domestic,Domestic %,Foreign,Foreign %,Year
1852,The Pink Panther 2,"$76,025,134","$35,922,978",47.25%,"$40,102,156",52.75,2009
1853,Kate & Leopold,"$76,019,048","$47,121,859",61.99%,"$28,897,189",38.01,2001
1854,Death Race,"$76,014,335","$36,316,032",47.78%,"$39,698,303",52.22,2008
1855,Widows,"$75,984,700","$42,402,632",55.8%,"$33,582,068",44.2,2018
1857,Revolutionary Road,"$75,981,180","$22,911,480",30.15%,"$53,069,700",69.85,2008
1859,Cruel Intentions,"$75,902,208","$38,328,567",50.5%,"$37,573,641",49.5,1999
1860,Sicario: Day of the Soldado,"$75,837,743","$50,072,235",66.03%,"$25,765,508",33.97,2018
1861,Elizabeth: The Golden Age,"$75,782,758","$16,383,509",21.62%,"$59,399,249",78.38,2007
1862,Dreamcatcher,"$75,715,436","$33,715,436",44.53%,"$42,000,000",55.47,2003
1864,Braveheart,"$75,610,409","$75,609,945",100.0%,$464,0.0,1995
1865,Cats,"$75,558,925","$27,166,770",35.95%,"$48,392,155",64.05,2019
1866,Bajrangi Bhaijaan,"$75,547,184","$8,178,001",10.83%,"$67,369,183",89.17,2015
1867,30 Days of Night,"$75,513,170","$39,569,000",52.4%,"$35,944,170",47.6,2007
1868,Stomp the Yard,"$75,511,123","$61,356,221",81.25%,"$14,154,902",18.75,2007
1869,The Last of the Mohicans,"$75,506,530","$75,505,856",100.0%,$674,0.0,1992
1870,Searching,"$75,462,037","$26,020,957",34.48%,"$49,441,080",65.52,2018
1871,The Change-Up,"$75,450,437","$37,081,475",49.15%,"$38,368,962",50.85,2011
1872,The Count of Monte Cristo,"$75,395,048","$54,234,062",71.93%,"$21,160,986",28.07,2002
1873,The Spy Who Dumped Me,"$75,320,680","$33,562,069",44.56%,"$41,758,611",55.44,2018
1874,Dragon Wars: D-War,"$75,108,817","$10,977,721",14.62%,"$64,131,096",85.38,2007
1875,Larry Crowne,"$75,055,070","$35,608,245",47.44%,"$39,446,825",52.56,2011
1876,Easy A,"$75,026,216","$58,401,464",77.84%,"$16,624,752",22.16,2010
1877,The Kite Runner,"$75,011,029","$15,800,078",21.06%,"$59,210,951",78.94,2007
1880,Boo! A Madea Halloween,"$74,827,344","$73,206,343",97.83%,"$1,621,001",2.17,2016
1882,A Madea Family Funeral,"$74,747,725","$73,257,045",98.01%,"$1,490,680",1.99,2019
1883,Crimson Peak,"$74,679,822","$31,090,320",41.63%,"$43,589,502",58.37,2014
1884,Random Hearts,"$74,608,570","$31,502,583",42.22%,"$43,105,987",57.78,1999
1885,Escape from Planet Earth,"$74,597,643","$57,012,977",76.43%,"$17,584,666",23.57,2013
1886,From Hell,"$74,558,115","$31,602,566",42.39%,"$42,955,549",57.61,2001
1887,Hubble,"$74,249,729","$52,522,904",70.74%,"$21,726,825",29.26,2010
1888,August: Osage County,"$74,188,937","$37,738,810",50.87%,"$36,450,127",49.13,2013
1889,Miracles from Heaven,"$73,983,003","$61,705,123",83.4%,"$12,277,880",16.6,2016
1890,The Hurricane,"$73,956,241","$50,699,241",68.55%,"$23,257,000",31.45,1999
1891,Divine Secrets of the Ya-Ya Sisterhood,"$73,839,240","$69,599,016",94.26%,"$4,240,224",5.74,2002
1892,Obsessed,"$73,830,347","$68,261,644",92.46%,"$5,568,703",7.54,2009
1893,Beetlejuice,"$73,719,756","$73,707,461",99.98%,"$12,295",0.02,1988
1895,Perfect Stranger,"$73,534,117","$23,984,949",32.62%,"$49,549,168",67.38,2007
1896,The Core,"$73,498,611","$31,186,896",42.43%,"$42,311,715",57.57,2003
1897,Eternal Sunshine of the Spotless Mind,"$73,391,488","$34,400,301",46.87%,"$38,991,187",53.13,2004
1898,War Room,"$73,267,874","$67,790,117",92.52%,"$5,477,757",7.48,2015
1899,To Rome with Love,"$73,244,881","$16,685,867",22.78%,"$56,559,014",77.22,2012
1900,"Dude, Where's My Car?","$73,180,723","$46,729,800",63.86%,"$26,450,923",36.14,2000
1901,Here Comes the Boom,"$73,100,172","$45,290,318",61.96%,"$27,809,854",38.04,2012
1902,Without a Paddle,"$73,029,190","$58,169,327",79.65%,"$14,859,863",20.35,2004
1903,The Best Man Holiday,"$72,835,710","$70,525,195",96.83%,"$2,310,515",3.17,2013
1904,Lady in the Water,"$72,785,169","$42,285,169",58.1%,"$30,500,000",41.9,2006
1905,The One,"$72,689,126","$43,905,746",60.4%,"$28,783,380",39.6,2001
1906,"Yours, Mine & Ours","$72,662,923","$53,412,862",73.51%,"$19,250,061",26.49,2005
1907,The Transporter Refueled,"$72,629,670","$16,029,670",22.07%,"$56,600,000",77.93,2015
1908,Lord of War,"$72,617,068","$24,149,632",33.26%,"$48,467,436",66.74,2005
1909,I Know What You Did Last Summer,"$72,587,919","$72,586,134",100.0%,"$1,785",0.0,1997
1910,Urban Legend,"$72,527,595","$38,072,438",52.49%,"$34,455,157",47.51,1998
1911,Diary of a Wimpy Kid: Rodrick Rules,"$72,526,996","$52,698,535",72.66%,"$19,828,461",27.34,2011
1912,Doctor Sleep,"$72,381,712","$31,581,712",43.63%,"$40,800,000",56.37,2019
1913,Second Act,"$72,282,227","$39,282,227",54.35%,"$33,000,000",45.65,2018
1914,Ace Ventura: Pet Detective,"$72,217,892","$72,217,396",100.0%,$496,0.0,1994
1915,What Men Want,"$72,216,294","$54,611,903",75.62%,"$17,604,391",24.38,2019
1917,Around the World in 80 Days,"$72,178,895","$24,008,137",33.26%,"$48,170,758",66.74,2004
1918,Babylon A.D.,"$72,109,200","$22,532,572",31.25%,"$49,576,628",68.75,2008
1920,The Adventures of Sharkboy and Lavagirl 3-D,"$71,992,655","$39,177,684",54.42%,"$32,814,971",45.58,2005
1921,"O Brother, Where Art Thou?","$71,868,327","$45,512,588",63.33%,"$26,355,739",36.67,2000
1922,Rules of Engagement,"$71,732,303","$61,335,230",85.51%,"$10,397,073",14.49,2000
1923,Run All Night,"$71,661,644","$26,461,644",36.93%,"$45,200,000",63.07,2015
1926,Funny People,"$71,585,235","$51,855,045",72.44%,"$19,730,190",27.56,2009
1927,Stargate,"$71,568,987","$71,567,262",100.0%,"$1,725",0.0,1994
1928,Superhero Movie,"$71,538,062","$25,881,068",36.18%,"$45,656,994",63.82,2008
1931,The Royal Tenenbaums,"$71,441,250","$52,364,010",73.3%,"$19,077,240",26.7,2001
1932,Brick Mansions,"$71,416,730","$20,396,829",28.56%,"$51,019,901",71.44,2014
1933,xXx: State of the Union,"$71,410,636","$26,873,932",37.63%,"$44,536,704",62.37,2005
1934,Holes,"$71,406,573","$67,406,573",94.4%,"$4,000,000",5.6,2003
1935,National Lampoon's Christmas Vacation,"$71,321,010","$71,319,526",100.0%,"$1,484",0.0,1989
1936,The Nice Guys,"$71,261,763","$36,261,763",50.89%,"$35,000,000",49.11,2016
1937,Down to Earth,"$71,186,502","$64,186,502",90.17%,"$7,000,000",9.83,2001
1939,The Counselor,"$71,009,334","$16,973,715",23.9%,"$54,035,619",76.1,2013
1940,Anacondas: The Hunt for the Blood Orchid,"$70,992,898","$32,238,923",45.41%,"$38,753,975",54.59,2004
1942,Groundhog Day,"$70,907,146","$70,906,973",100.0%,$173,0.0,1993
1943,Son of God,"$70,829,270","$59,700,064",84.29%,"$11,129,206",15.71,2014
1944,I Am Not Madame Bovary,"$70,826,207","$436,798",0.62%,"$70,389,409",99.38,2016
1945,Taxi 2004 Re-release,"$70,778,329","$36,611,066",51.73%,"$34,167,263",48.27,2004
1947,Brotherhood of the Wolf,"$70,752,904","$11,260,096",15.91%,"$59,492,808",84.09,2001
1948,Ferris Bueller's Day Off,"$70,720,643","$70,136,369",99.17%,"$584,274",0.83,1986
1949,The Grudge 2,"$70,711,175","$39,143,839",55.36%,"$31,567,336",44.64,2006
1951,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,"$70,642,966","$65,281,781",92.41%,"$5,361,185",7.59,2008
1952,Children of Men,"$70,455,770","$35,552,383",50.46%,"$34,903,387",49.54,2006
1953,Mortal Kombat,"$70,455,286","$70,454,098",100.0%,"$1,188",0.0,1995
1954,Departures,"$70,442,129","$1,498,210",2.13%,"$68,943,919",97.87,2008
1955,The House Bunny,"$70,439,696","$48,237,389",68.48%,"$22,202,307",31.52,2008
1957,Moonraker,"$70,308,533","$70,308,099",100.0%,$434,0.0,1979
1958,Spirited Away 2018 Re-release,"$70,186,029","$1,175,067",1.67%,"$69,010,962",98.33,2018
1959,Think Like a Man Too,"$70,181,428","$65,182,182",92.88%,"$4,999,246",7.12,2014
1960,License to Wed,"$70,181,325","$43,799,818",62.41%,"$26,381,507",37.59,2007
1962,A Cinderella Story,"$70,080,371","$51,438,175",73.4%,"$18,642,196",26.6,2004
1964,3:10 to Yuma,"$70,016,220","$53,606,916",76.56%,"$16,409,304",23.44,2007
1965,The Hills Have Eyes,"$70,008,952","$41,778,863",59.68%,"$28,230,089",40.32,2006
1967,The Cabin in the Woods,"$69,935,600","$42,073,277",60.16%,"$27,862,323",39.84,2012
1968,Curious George,"$69,865,924","$58,360,760",83.53%,"$11,505,164",16.47,2006
1970,Tae Guk Gi: The Brotherhood of War,"$69,827,583","$1,111,061",1.59%,"$68,716,522",98.41,2004
1972,The Brave One,"$69,787,394","$36,793,804",52.72%,"$32,993,590",47.28,2007
1973,The Dilemma,"$69,721,966","$48,475,290",69.53%,"$21,246,676",30.47,2011
1976,Exit,"$69,501,772","$470,699",0.68%,"$69,031,073",99.32,2019
1977,After,"$69,497,587","$12,138,565",17.47%,"$57,359,022",82.53,2019
1978,Because I Said So,"$69,485,490","$42,674,040",61.41%,"$26,811,450",38.59,2007
1979,Mr. Magorium's Wonder Emporium,"$69,474,661","$32,061,555",46.15%,"$37,413,106",53.85,2007
1981,The Last Exorcism,"$69,432,527","$41,034,350",59.1%,"$28,398,177",40.9,2010
1982,A Very Long Engagement,"$69,424,389","$6,524,389",9.4%,"$62,900,000",90.6,2004
1983,Playing with Fire,"$69,412,425","$44,451,847",64.04%,"$24,960,578",35.96,2019
1984,13 Hours,"$69,411,370","$52,853,219",76.14%,"$16,558,151",23.86,2015
1985,The X Files: I Want to Believe,"$69,363,381","$20,982,478",30.25%,"$48,380,903",69.75,2008
1986,Finding Nemo 2012 3D Release,"$69,328,283","$41,128,283",59.32%,"$28,200,000",40.68,2012
1987,E.T. the Extra-Terrestrial 20th Anniversary,"$69,177,751","$35,306,015",51.04%,"$33,871,736",48.96,2002
1988,Babe: Pig in the City,"$69,131,860","$18,319,860",26.5%,"$50,812,000",73.5,1998
1989,The Men Who Stare at Goats,"$69,095,771","$32,428,195",46.93%,"$36,667,576",53.07,2009
1990,Takers,"$69,055,695","$57,744,720",83.62%,"$11,310,975",16.38,2010
1991,Casino,"$68,972,551","$42,512,375",61.64%,"$26,460,176",38.36,1995
1992,Anna Karenina,"$68,929,150","$12,816,367",18.59%,"$56,112,783",81.41,2012
1993,Cool Runnings,"$68,859,986","$68,856,263",99.99%,"$3,723",0.01,1993
1994,John Tucker Must Die,"$68,844,775","$41,011,711",59.57%,"$27,833,064",40.43,2006
1995,Running Man,"$68,782,475","$310,978",0.45%,"$68,471,497",99.55,2015
1996,Land of the Lost,"$68,777,554","$49,438,370",71.88%,"$19,339,184",28.12,2009
1997,House of Wax,"$68,766,121","$32,064,800",46.63%,"$36,701,321",53.37,2005
1998,The Nut Job 2: Nutty by Nature,"$68,743,485","$28,370,522",41.27%,"$40,372,963",58.73,2017
2000,The Sweetest Thing,"$68,696,770","$24,718,164",35.98%,"$43,978,606",64.02,2002
2001,Letters from Iwo Jima,"$68,673,228","$13,756,082",20.03%,"$54,917,146",79.97,2006
2002,The Call,"$68,572,631","$51,872,378",75.65%,"$16,700,253",24.35,2013
2003,One Direction: This Is Us,"$68,532,898","$28,873,374",42.13%,"$39,659,524",57.87,2013
2004,Looney Tunes: Back in Action,"$68,514,844","$20,991,364",30.64%,"$47,523,480",69.36,2003
2005,Dan in Real Life,"$68,471,669","$47,642,963",69.58%,"$20,828,706",30.42,2007
2006,Thir13en Ghosts,"$68,467,960","$41,867,960",61.15%,"$26,600,000",38.85,2001
2007,Pokémon 3 the Movie: Spell of the Unown,"$68,411,275","$17,052,128",24.93%,"$51,359,147",75.07,2001
2008,Purple Rain,"$68,399,897","$68,392,977",99.99%,"$6,920",0.01,1984
2009,Ghost Ship,"$68,349,884","$30,113,491",44.06%,"$38,236,393",55.94,2002
2010,Stalingrad,"$68,316,452","$1,013,945",1.48%,"$67,302,507",98.52,2013
2011,Open Range,"$68,296,293","$58,331,254",85.41%,"$9,965,039",14.59,2003
2012,Star Wars: The Clone Wars,"$68,282,844","$35,161,554",51.49%,"$33,121,290",48.51,2008
2013,The Watch,"$68,267,862","$35,353,000",51.79%,"$32,914,862",48.21,2012
2014,Evita,"$68,265,837","$50,047,179",73.31%,"$18,218,658",26.69,1996
2015,Moonrise Kingdom,"$68,263,166","$45,512,466",66.67%,"$22,750,700",33.33,2012
2016,Saw VI,"$68,234,154","$27,693,292",40.59%,"$40,540,862",59.41,2009
2017,Frequency,"$68,106,245","$45,010,278",66.09%,"$23,095,967",33.91,2000
2018,Fearless,"$68,072,848","$24,633,730",36.19%,"$43,439,118",63.81,2006
2019,Shoplifters,"$67,999,335","$3,313,513",4.87%,"$64,685,822",95.13,2018
2020,Prime,"$67,937,494","$22,827,153",33.6%,"$45,110,341",66.4,2005
2021,A Beautiful Day in the Neighborhood,"$67,925,733","$61,704,055",90.84%,"$6,221,678",9.16,2019
2022,Legion,"$67,918,658","$40,168,080",59.14%,"$27,750,578",40.86,2010
2023,Octopussy,"$67,917,359","$67,893,619",99.97%,"$23,740",0.03,1983
2024,The American,"$67,876,281","$35,606,376",52.46%,"$32,269,905",47.54,2010
2025,All About My Mother,"$67,872,296","$8,272,296",12.19%,"$59,600,000",87.81,1999
2027,Jersey Boys,"$67,647,013","$47,047,013",69.55%,"$20,600,000",30.45,2014
2029,Bandits,"$67,631,903","$41,575,141",61.47%,"$26,056,762",38.53,2001
2030,Heat,"$67,449,619","$67,436,818",99.98%,"$12,801",0.02,1995
2031,The Next Three Days,"$67,448,651","$21,148,651",31.36%,"$46,300,000",68.64,2010
2032,12 Strong,"$67,359,190","$45,819,713",68.02%,"$21,539,477",31.98,2018
2033,Star Trek: Nemesis,"$67,336,470","$43,254,409",64.24%,"$24,082,061",35.76,2002
2034,American Assassin,"$67,234,188","$36,249,674",53.92%,"$30,984,514",46.08,2017
2035,Boogeyman,"$67,192,859","$46,752,382",69.58%,"$20,440,477",30.42,2005
2037,War,"$67,179,155","$4,654,000",6.93%,"$62,525,155",93.07,2019
2038,The Girl Who Played with Fire,"$67,153,225","$7,638,241",11.37%,"$59,514,984",88.63,2009
2040,"Lust, Caution","$67,091,915","$4,604,982",6.86%,"$62,486,933",93.14,2007
2041,When a Stranger Calls,"$67,062,123","$47,860,214",71.37%,"$19,201,909",28.63,2006
2044,Skyline,"$66,984,887","$21,393,620",31.94%,"$45,591,267",68.06,2010
2045,The Giver,"$66,980,456","$45,090,374",67.32%,"$21,890,082",32.68,2014
2046,The Messenger: The Story of Joan of Arc,"$66,976,317","$14,276,317",21.32%,"$52,700,000",78.68,1999
2047,Madea's Witness Protection,"$66,899,242","$65,653,242",98.14%,"$1,246,000",1.86,2012
2048,Selma,"$66,787,908","$52,076,908",77.97%,"$14,711,000",22.03,2014
2052,Thirteen Days,"$66,579,890","$34,592,089",51.96%,"$31,987,801",48.04,2000
2053,Victoria & Abdul,"$66,558,465","$22,245,070",33.42%,"$44,313,395",66.58,2017
2054,Take the Lead,"$66,499,627","$34,742,066",52.24%,"$31,757,561",47.76,2006
2055,Street Kings,"$66,476,363","$26,418,667",39.74%,"$40,057,696",60.26,2008
2056,Not Another Teen Movie,"$66,468,332","$38,252,284",57.55%,"$28,216,048",42.45,2001
2057,"Love, Simon","$66,316,289","$40,826,341",61.56%,"$25,489,948",38.44,2018
2058,Mile 22,"$66,308,758","$36,108,758",54.46%,"$30,200,000",45.54,2018
2059,One Piece Film: Gold,"$66,207,073","$423,593",0.64%,"$65,783,480",99.36,2016
2061,August Rush,"$66,122,026","$31,664,162",47.89%,"$34,457,864",52.11,2007
2062,Barbershop 2: Back in Business,"$65,991,448","$65,111,277",98.67%,"$880,171",1.33,2004
2063,Bad Company,"$65,977,295","$30,160,161",45.71%,"$35,817,134",54.29,2002
2064,Flags of Our Fathers,"$65,900,249","$33,602,376",50.99%,"$32,297,873",49.01,2006
2066,Beijing Love Story,"$65,842,375","$428,318",0.65%,"$65,414,057",99.35,2014
2068,Stuck on You,"$65,784,503","$33,832,741",51.43%,"$31,951,762",48.57,2003
2069,Sweet November,"$65,754,228","$25,288,103",38.46%,"$40,466,125",61.54,2001
2070,K-19: The Widowmaker,"$65,716,126","$35,168,966",53.52%,"$30,547,160",46.48,2002
2072,16 Blocks,"$65,664,721","$36,895,141",56.19%,"$28,769,580",43.81,2006
2073,The Age of Adaline,"$65,663,276","$42,629,776",64.92%,"$23,033,500",35.08,2015
2074,Life of the Party,"$65,659,911","$53,059,911",80.81%,"$12,600,000",19.19,2018
2075,Matchstick Men,"$65,565,672","$36,906,460",56.29%,"$28,659,212",43.71,2003
2076,Taxi 3,"$65,497,208","$497,208",0.76%,"$65,000,000",99.24,2003
2077,Taking Lives,"$65,470,529","$32,682,342",49.92%,"$32,788,187",50.08,2004
2078,Underdog,"$65,270,477","$43,760,605",67.05%,"$21,509,872",32.95,2007
2079,Lethal Weapon,"$65,207,187","$65,207,127",100.0%,$60,0.0,1987
2080,The Muppet Movie,"$65,200,470","$65,200,000",100.0%,$470,0.0,1979
2081,Moonlight,"$65,172,611","$27,854,932",42.74%,"$37,317,679",57.26,2016
2082,Something Borrowed,"$65,100,369","$39,046,489",59.98%,"$26,053,880",40.02,2011
2083,Space Chimps,"$65,097,693","$30,105,968",46.25%,"$34,991,725",53.75,2008
2084,Zathura: A Space Adventure,"$65,079,236","$29,258,869",44.96%,"$35,820,367",55.04,2005
2085,28 Weeks Later,"$65,048,725","$28,638,916",44.03%,"$36,409,809",55.97,2007
2087,K-PAX,"$65,001,485","$50,338,485",77.44%,"$14,663,000",22.56,2001
2088,The Benchwarmers,"$64,962,629","$59,843,754",92.12%,"$5,118,875",7.88,2006
2089,Staying Alive,"$64,893,329","$64,892,670",100.0%,$659,0.0,1983
2090,The Pirates,"$64,858,224","$415,775",0.64%,"$64,442,449",99.36,2014
2091,The Bank Job,"$64,822,796","$30,060,660",46.37%,"$34,762,136",53.63,2008
2092,Lions for Lambs,"$64,811,540","$15,002,854",23.15%,"$49,808,686",76.85,2007
2094,Hot Tub Time Machine,"$64,735,752","$50,287,556",77.68%,"$14,448,196",22.32,2010
2095,God's Not Dead,"$64,667,874","$60,755,732",93.95%,"$3,912,142",6.05,2014
2096,The Darkest Hour,"$64,626,786","$21,443,494",33.18%,"$43,183,292",66.82,2011
2098,Happy Death Day 2U,"$64,600,152","$28,148,130",43.57%,"$36,452,022",56.43,2019
2099,Monster Trucks,"$64,493,915","$33,370,166",51.74%,"$31,123,749",48.26,2016
2100,Miracle,"$64,445,708","$64,378,093",99.9%,"$67,615",0.1,2004
2101,Baby Mama,"$64,444,713","$60,494,212",93.87%,"$3,950,501",6.13,2008
2102,Kiss of the Dragon,"$64,437,847","$36,845,124",57.18%,"$27,592,723",42.82,2001
2103,Field of Dreams,"$64,431,756","$64,431,625",100.0%,$131,0.0,1989
2104,Capernaum,"$64,417,003","$1,661,096",2.58%,"$62,755,907",97.42,2018
2105,Fences,"$64,414,761","$57,682,904",89.55%,"$6,731,857",10.45,2016
2106,Zhongkui: Snow Girl and the Dark Crystal,"$64,325,947","$165,428",0.26%,"$64,160,519",99.74,2015
2107,Isle of Dogs,"$64,241,499","$32,015,231",49.84%,"$32,226,268",50.16,2018
2108,The Rescue,"$64,237,554","$18,797",0.03%,"$64,218,757",99.97,2020
2109,Thunder and the House of Magic,"$64,197,205","$4,091",0.01%,"$64,193,114",99.99,2013
2110,The Danish Girl,"$64,191,523","$11,114,018",17.31%,"$53,077,505",82.69,2015
2111,The Boy,"$64,188,367","$35,819,556",55.8%,"$28,368,811",44.2,2015
2112,The Grandmaster,"$64,076,736","$6,594,959",10.29%,"$57,481,777",89.71,2013
2114,The Fifth Element,"$63,826,139","$63,820,180",99.99%,"$5,959",0.01,1997
2115,Hanna,"$63,782,078","$40,259,119",63.12%,"$23,522,959",36.88,2011
2116,High Crimes,"$63,781,810","$41,543,917",65.13%,"$22,237,893",34.87,2002
2120,Babe,"$63,660,992","$63,658,910",100.0%,"$2,082",0.0,1995
2121,Precious,"$63,649,529","$47,566,524",74.73%,"$16,083,005",25.27,2009
2122,"Hail, Caesar!","$63,647,656","$30,498,085",47.92%,"$33,149,571",52.08,2016
2123,Elite Squad 2: The Enemy Within,"$63,618,850","$100,119",0.16%,"$63,518,731",99.84,2010
2124,Footloose 2011 Re-release,"$63,543,328","$51,802,742",81.52%,"$11,740,586",18.48,2011
2126,Conan the Barbarian,"$63,523,283","$21,295,021",33.52%,"$42,228,262",66.48,2011
2127,Begin Again,"$63,464,861","$16,170,632",25.48%,"$47,294,229",74.52,2014
2128,Dirty Dancing,"$63,464,201","$63,446,382",99.97%,"$17,819",0.03,1987
2129,Colombiana,"$63,458,440","$36,665,854",57.78%,"$26,792,586",42.22,2011
2130,Side Effects,"$63,414,135","$32,172,757",50.73%,"$31,241,378",49.27,2013
2132,Madea's Family Reunion,"$63,368,939","$63,318,000",99.92%,"$50,939",0.08,2006
2136,Jeepers Creepers 2,"$63,102,666","$35,667,218",56.52%,"$27,435,448",43.48,2003
2138,The Longest Ride,"$62,944,815","$37,446,117",59.49%,"$25,498,698",40.51,2015
2139,Unfriended,"$62,882,090","$32,482,090",51.66%,"$30,400,000",48.34,2015
2140,Piglet's Big Movie,"$62,870,546","$23,103,423",36.75%,"$39,767,123",63.25,2003
2141,The Mountain Between Us,"$62,832,209","$30,348,555",48.3%,"$32,483,654",51.7,2017
2142,The Star,"$62,812,974","$40,852,824",65.04%,"$21,960,150",34.96,2017
2143,Inkheart,"$62,803,180","$17,303,424",27.55%,"$45,499,756",72.45,2008
2144,The Reaping,"$62,771,059","$25,126,214",40.03%,"$37,644,845",59.97,2007
2145,Proof of Life,"$62,761,005","$32,598,931",51.94%,"$30,162,074",48.06,2000
2146,Devil,"$62,695,489","$33,601,190",53.59%,"$29,094,299",46.41,2010
2147,Runner Runner,"$62,675,095","$19,316,646",30.82%,"$43,358,449",69.18,2013
2148,After the Sunset,"$62,657,868","$28,331,233",45.22%,"$34,326,635",54.78,2004
2150,How to Be a Latin Lover,"$62,547,032","$32,149,404",51.4%,"$30,397,628",48.6,2017
2152,Andhadhun,"$62,475,342","$1,193,046",1.91%,"$61,282,296",98.09,2018
2153,Snow Day,"$62,464,731","$60,020,107",96.09%,"$2,444,624",3.91,2000
2154,Year One,"$62,357,900","$43,337,279",69.5%,"$19,020,621",30.5,2009
2155,Like Mike,"$62,274,780","$51,432,760",82.59%,"$10,842,020",17.41,2002
2156,Honey,"$62,228,395","$30,308,417",48.71%,"$31,919,978",51.29,2003
2157,28 Days,"$62,198,945","$37,170,488",59.76%,"$25,028,457",40.24,2000
2158,47 Meters Down,"$62,187,529","$44,307,191",71.25%,"$17,880,338",28.75,2017
2159,Two Brothers,"$62,172,050","$19,176,754",30.84%,"$42,995,296",69.16,2004
2161,Captain Corelli's Mandolin,"$62,112,895","$25,543,895",41.12%,"$36,569,000",58.88,2001
2162,White Snake,"$62,098,770","$34,730",0.06%,"$62,064,040",99.94,2019
2163,Brooklyn,"$62,076,141","$38,322,743",61.74%,"$23,753,398",38.26,2015
2164,Snakes on a Plane,"$62,022,014","$34,020,814",54.85%,"$28,001,200",45.15,2006
2165,Beauty and the Beast 2012 3D Release,"$62,008,601","$47,617,067",76.79%,"$14,391,534",23.21,2012
2166,Friday Night Lights,"$61,950,770","$61,255,921",98.88%,"$694,849",1.12,2004
2168,The Imaginarium of Doctor Parnassus,"$61,808,775","$7,689,607",12.44%,"$54,119,168",87.56,2009
2170,Dragon Ball Z: Resurrection 'F',"$61,768,190","$8,008,363",12.97%,"$53,759,827",87.03,2015
2171,Valiant,"$61,746,888","$19,478,106",31.55%,"$42,268,782",68.45,2005
2172,"Everything, Everything","$61,721,140","$34,121,140",55.28%,"$27,600,000",44.72,2017
2173,The 13th Warrior,"$61,698,899","$32,698,899",53.0%,"$29,000,000",47.0,1999
2174,Woman in Gold,"$61,619,773","$33,307,793",54.05%,"$28,311,980",45.95,2015
2175,Ninja Assassin,"$61,601,280","$38,122,883",61.89%,"$23,478,397",38.11,2009
2176,The Face Reader,"$61,559,184","$515,876",0.84%,"$61,043,308",99.16,2013
2177,Krampus,"$61,548,707","$42,725,475",69.42%,"$18,823,232",30.58,2015
2179,From Up on Poppy Hill,"$61,459,425","$1,002,895",1.63%,"$60,456,530",98.37,2011
2180,The Goonies,"$61,414,121","$61,389,680",99.96%,"$24,441",0.04,1985
2181,Bombshell,"$61,404,394","$31,762,808",51.73%,"$29,641,586",48.27,2019
2182,A History of Violence,"$61,385,065","$31,504,633",51.32%,"$29,880,432",48.68,2005
2184,Ashfall,"$61,354,854","$372,562",0.61%,"$60,982,292",99.39,2019
2185,In Good Company,"$61,315,215","$45,806,659",74.71%,"$15,508,556",25.29,2004
2186,The Legend of Hercules,"$61,279,452","$18,848,538",30.76%,"$42,430,914",69.24,2013
2188,Ma,"$61,220,784","$45,896,028",74.97%,"$15,324,756",25.03,2019
2189,The Walk,"$61,181,942","$10,137,502",16.57%,"$51,044,440",83.43,2014
2190,Crossroads,"$61,141,030","$37,191,304",60.83%,"$23,949,726",39.17,2002
2191,My Super Ex-Girlfriend,"$61,108,981","$22,530,295",36.87%,"$38,578,686",63.13,2006
2193,Marie Antoinette,"$60,917,189","$15,962,471",26.2%,"$44,954,718",73.8,2006
2195,Snatched,"$60,845,711","$45,852,178",75.36%,"$14,993,533",24.64,2017
2197,Kick-Ass 2,"$60,795,985","$28,795,985",47.36%,"$32,000,000",52.64,2013
2198,Zoolander,"$60,780,981","$45,172,250",74.32%,"$15,608,731",25.68,2001
2199,127 Hours,"$60,738,797","$18,335,230",30.19%,"$42,403,567",69.81,2010
2200,Taxi 2,"$60,726,164","$626,164",1.03%,"$60,100,000",98.97,2000
2201,500 Days of Summer,"$60,722,734","$32,391,374",53.34%,"$28,331,360",46.66,2009
2202,The Wild Thornberrys,"$60,694,737","$40,108,697",66.08%,"$20,586,040",33.92,2002
2203,Why Did I Get Married Too?,"$60,673,972","$60,095,852",99.05%,"$578,120",0.95,2010
2206,Evangelion: 3.0 You Can (Not) Redo,"$60,488,344","$174,945",0.29%,"$60,313,399",99.71,2012
2207,21 Grams,"$60,427,839","$16,290,476",26.96%,"$44,137,363",73.04,2003
2208,The Ghost Writer,"$60,331,447","$15,541,549",25.76%,"$44,789,898",74.24,2010
2209,My Little Pony: The Movie,"$60,330,833","$21,885,107",36.28%,"$38,445,726",63.72,2017
2211,Secretariat,"$60,321,861","$59,713,955",98.99%,"$607,906",1.01,2010
2212,The Insider,"$60,289,912","$29,089,912",48.25%,"$31,200,000",51.75,1999
2213,The Perfect Guy,"$60,273,173","$57,027,435",94.61%,"$3,245,738",5.39,2015
2214,3 Idiots,"$60,262,836","$6,532,874",10.84%,"$53,729,962",89.16,2009
2215,The International,"$60,253,843","$25,450,527",42.24%,"$34,803,316",57.76,2009
2217,A Haunted House,"$60,159,584","$40,041,683",66.56%,"$20,117,901",33.44,2013
2218,The Crimson Rivers,"$60,094,966","$594,966",0.99%,"$59,500,000",99.01,2001
2222,Beautiful Creatures,"$60,052,138","$19,452,138",32.39%,"$40,600,000",67.61,2013
